5.98;0.3049;0.8970;0.7191;309.8459;145.8266;110.4761
6.00;0.3048;0.8970;0.7192;309.7972;145.8348;110.4202
6.02;0.3047;0.8971;0.7196;309.6750;145.7010;110.5401
6.03;0.3044;0.8972;0.7197;309.6263;145.7797;110.5577
6.05;0.3044;0.8973;0.7200;309.5403;145.6370;110.6915
6.07;0.3041;0.8973;0.7202;309.4916;145.7154;110.7826
6.08;0.3042;0.8974;0.7205;309.4184;145.5723;110.8860
6.10;0.3040;0.8974;0.7206;309.3822;145.6275;110.8730
6.12;0.3038;0.8974;0.7213;309.2973;145.4430;111.0540
6.13;0.3036;0.8975;0.7217;309.1879;145.4249;111.0715
6.15;0.3035;0.8975;0.7219;309.1881;145.4166;111.1673
6.17;0.3033;0.8974;0.7223;309.1154;145.3113;111.2936
6.18;0.3032;0.8974;0.7225;309.1154;145.3033;111.3157
6.20;0.3031;0.8974;0.7227;309.0427;145.2294;111.3465
6.22;0.3027;0.8970;0.7230;309.1400;145.2319;111.4687
6.23;0.3025;0.8967;0.7232;309.1632;145.2664;111.3736
6.25;0.3024;0.8967;0.7235;309.1139;145.2189;111.4127
6.27;0.3024;0.8963;0.7236;309.1847;145.1696;111.3912
6.28;0.3021;0.8962;0.7238;309.1709;145.2746;111.3135
6.30;0.3022;0.8959;0.7238;309.2299;145.2316;111.3027
6.32;0.3018;0.8955;0.7243;309.1616;145.2966;111.1710
6.33;0.3015;0.8950;0.7245;309.1661;145.4588;110.9368
6.35;0.3015;0.8949;0.7248;309.1380;145.4163;110.9085
6.37;0.3012;0.8944;0.7249;309.1298;145.5552;110.7047
6.38;0.3012;0.8944;0.7252;309.0397;145.4497;110.7250
6.40;0.3012;0.8941;0.7253;309.0718;145.4723;110.6457
6.42;0.3009;0.8939;0.7256;309.0042;145.4883;110.6738
6.43;0.3007;0.8936;0.7260;308.9682;145.4380;110.6029
6.45;0.3006;0.8934;0.7261;308.9650;145.4097;110.6924
6.47;0.3008;0.8932;0.7265;308.9789;145.1678;110.8033
6.48;0.3007;0.8931;0.7266;308.9755;145.1400;110.7454
6.50;0.3007;0.8931;0.7268;308.9719;145.0886;110.7606
6.52;0.3008;0.8928;0.7270;309.0109;144.9504;110.7881
6.53;0.3010;0.8926;0.7277;308.9342;144.6121;110.9685
6.55;0.3010;0.8925;0.7278;308.9410;144.5871;110.9495
6.57;0.3009;0.8925;0.7283;308.7862;144.4200;111.0150
6.58;0.3010;0.8924;0.7284;308.7818;144.3696;111.0285
6.60;0.3008;0.8924;0.7285;308.7423;144.4036;110.9396
6.62;0.3007;0.8924;0.7289;308.6373;144.3225;111.0610
6.63;0.3005;0.8920;0.7290;308.6706;144.3732;110.9540
6.65;0.3005;0.8920;0.7292;308.5804;144.3452;110.8822
6.67;0.3005;0.8916;0.7293;308.6022;144.3001;110.8071
6.68;0.3004;0.8915;0.7295;308.5223;144.2750;110.7749
6.70;0.3003;0.8913;0.7295;308.5142;144.3646;110.6585
6.72;0.3002;0.8905;0.7295;308.4627;144.4148;110.4605
6.73;0.3000;0.8900;0.7294;308.4357;144.5223;110.2601
6.75;0.3001;0.8898;0.7295;308.3890;144.3912;110.3277
6.77;0.3000;0.8894;0.7294;308.3511;144.4735;110.1600
6.78;0.2999;0.8893;0.7295;308.2491;144.3985;110.2664
6.80;0.2999;0.8891;0.7295;308.2087;144.3873;110.2494
6.82;0.2998;0.8888;0.7293;308.0345;144.1978;110.5136
6.83;0.2998;0.8885;0.7292;307.9114;144.0216;110.8351
6.85;0.2998;0.8884;0.7292;307.8499;143.9332;110.8863
6.87;0.3001;0.8882;0.7293;307.7098;143.5859;111.2540
6.88;0.3002;0.8881;0.7291;307.7098;143.5623;111.3272
6.90;0.3002;0.8881;0.7293;307.5871;143.3841;111.4310
6.92;0.3005;0.8880;0.7293;307.4646;143.1344;111.7553
6.93;0.3006;0.8881;0.7295;307.3628;142.9861;112.0113
6.95;0.3006;0.8881;0.7294;307.3394;143.0510;111.9494
6.97;0.3009;0.8881;0.7295;307.3222;142.8569;112.2146
6.98;0.3010;0.8881;0.7296;307.2712;142.7709;112.2329
7.00;0.3011;0.8880;0.7297;307.2815;142.7278;112.3448
7.02;0.3014;0.8880;0.7297;307.2511;142.6262;112.3670
7.03;0.3015;0.8879;0.7296;307.2900;142.7622;112.1709
7.05;0.3014;0.8879;0.7297;307.2265;142.8166;112.0923
7.07;0.3013;0.8879;0.7297;307.1509;142.9879;111.9902
7.08;0.3014;0.8878;0.7297;307.1720;142.9958;111.9212
7.10;0.3012;0.8879;0.7298;307.0549;143.1049;111.8835
7.12;0.3008;0.8880;0.7297;306.8830;143.3664;111.7548
7.13;0.3005;0.8882;0.7297;306.7229;143.5351;111.7223
7.15;0.3005;0.8882;0.7297;306.7336;143.5393;111.7609
7.17;0.3002;0.8884;0.7298;306.5738;143.7087;111.6546
